Name,Duplicate,Founding_Year,Location,Description,Portfolio,Investments,Lead_Investments,Article_Mentions,Exits,Exits_IPO,IRR,TVPI,DPI,RVPI,Contributed,Distributed,Distributed_NAV,Fund_NAV,Gain_Since_Inception,Employees,Founders,Industries,Last_Updated,Funding_Rounds,Fund_Status,Fund_Name,Last_Funding,Total_Funding,Website,Crunchbase,holistic
Hustle Fund,Duplicate,2017,"San Carlos, California, United States",Hustle Fund is a seed fund for hilariously early hustlers. (Full portfolio not shown on Crunchbase),25,27,4,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Elizabeth Yin, Eric Bahn",,0,0,,,,0,http://hustlefund.vc,https://www.crunchbase.com/organization/hustle-fund,208.0
Mighty Capital,Duplicate,2016,"San Francisco, California, United States",A Silicon Valley venture capital firm that invests in companies building products that transform lives and create value at scale.,9,9,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SC Moatti,Venture Capital,0,0,,,,0,http://mighty.capital/,https://www.crunchbase.com/organization/mighty-capital,203.60000000000002
Pipeline Capital Partners,,2017,"Menlo Park, CA",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Pipeline Capital Partners I,"Dec 31, 2017",28480000,,,2848201.8
Phystech Ventures,,2013,"Menlo Park, California, United States","Venture capital firm that invests in disruptive technology in IoT, connected platforms, energytech, robotics, cybersecurity.",11,15,3,37,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Olga Maslikhova, Petr Lukyanov","Cyber Security, Finance, Internet of Things, Oil and Gas, Robotics, Sensor, Venture Capital",0,0,,,,0,http://www.phystechventures.com,https://www.crunchbase.com/organization/phystech-ventures,208.0
Moonshots Capital,,2014,"Los Angeles, California, United States",Seed stage venture capital firm that invests in extraordinary leadership.,35,41,8,25,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Craig Cummings, Kelly Perdew","Cyber Security, Finance, SaaS, Venture Capital",0,0,,,,0,http://www.moonshotscapital.com/,https://www.crunchbase.com/organization/moonshots-capital,213.0
Pivotal Investments,,2010,"Portland, OR",,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Pivotal Investments I,"Jan 15, 2010",17250000,,,1725201.5
Prolific Venture Capital,,2012,"New York, New York, United States",Prolific Venture Capital is a family office venture arm that invests in early stage technology companies led by disruptive entrepreneurs.,10,11,0,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,,0,0,,,,0,http://Prolificvc.com,https://www.crunchbase.com/organization/prolific-venture-capital,203.70000000000002
Pathbreaker Ventures,Duplicate,2016,"San Francisco, CA",,0,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Pathbreaker Ventures Fund,"Aug 29, 2016",12910000,,,1291202.8
PSL Ventures,,2018,"Seattle, Washington, United States","A seed and pre-seed venture capital fund based in Seattle, Washington.",11,11,4,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nov-50,,Venture Capital,0,0,,,,0,http://www.psl.com/ventures,https://www.crunchbase.com/organization/psl-ventures,204.8
Katalyst.Ventures,,2017,"San Francisco, California, United States","Katalyst invests in early-stage AI companies to solve real problems, drive value for the enterprise, and deliver returns with global impact.",16,21,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Susan Choe,"Finance, Financial Services, Venture Capital",0,0,,,,0,https://katalyst.ventures,https://www.crunchbase.com/organization/katalyst-ventures-management-llc,206.0
Launch Tennessee,,2017,"Nashville, TN",,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,LaunchTennessee Impact Fund,"Jan 1, 2017",1700000,,,170202.1
Plexo Capital,,2019,"San Francisco, CA",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Plexo Capital I,"Dec 5, 2019",42500000,,,4250201.9
Muse Capital,,2016,"Los Angeles, California, United States",Muse Capital is a seed stage fund that focuses on investing in entrepreneurs who are disrupting the consumer space.,20,21,0,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Assia Grazioli, Rachel Springate","Consumer, Venture Capital",0,1,,,"Nov 1, 2016",0,https://www.musecapital.vc,https://www.crunchbase.com/organization/muse-capital,206.20000000000002
Omvestments,,2013,"Dallas, Texas, United States",Omvestments is a financial services company founded by Richard Winston.,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Richard Winston,Financial Services,0,0,,,,0,http://www.omvestments.com/,https://www.crunchbase.com/organization/omvestments,201.5
Huron River Ventures,Duplicate,2010,"Ann Arbor, Michigan, United States","Huron River Ventures is a Michigan-based early-stage venture capital fund, invests in the energy, agriculture, & transportation industries.",19,36,6,53,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Ryan Waddington,"Finance, Financial Services, Venture Capital",0,0,,,,0,http://www.huronrivervc.com,https://www.crunchbase.com/organization/huron-river-ventures,212.8
Innosphere Fund,,2017,"Fort Collins, CO",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Innosphere Fund I,,7000000,,,700201.6
Mighty Capital,Duplicate,2018,"San Francisco, CA",,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Mighty Capital Fund I,"Jul 11, 2018",13000000,,,1300202.1
ManchesterStory Group,,2017,"West Des Moines, Iowa, United States","ManchesterStory Group is an early-to-growth stage venture capital firm focused on InsurTech, FinTech, and HealthTech verticals",10,11,8,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,,0,0,,,,0,https://manchesterstory.com/,https://www.crunchbase.com/organization/manchesterstory-group-2,204.8
Invest Michigan,Duplicate,0,"Detroit, MI",,0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Fully Invested,University Commercialization Fund,,1000000,,,100001.6
New Coast Ventures,,2014,"Chicago, Illinois, United States","New Coast Ventures is a full-service web and mobile development firm that builds solutions for Fortune 500s, startups, and even itself.",19,22,0,4,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Nick Cromydas, Scott Kacyn","Computer, Consulting, Web Development",0,0,,,,0,http://www.newcoastventures.com/,https://www.crunchbase.com/organization/new-coast-ventures,206.20000000000002
Jina Ventures,,0,"New York, NY",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Cancelled,Jina Ventures II,,0,,,0.0
In-Q-Tel,,0,"Arlington, VA",,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,InQTel Fund,,0,,,0.4
Keshif Ventures,,2012,"San Diego, California, United States","Keshif Ventures is a seed-stage venture capital firm focused on investments in media, technology, and big data companies.",17,23,2,4,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,,0,0,,,,0,https://www.keshif.com/,https://www.crunchbase.com/organization/keshif-ventures,206.10000000000002
HCA,,2010,"Nashville, Tennessee, United States",Hospital Corporation of America (HCA) provides healthcare services in locally managed facilities in 20 states in the U.S. and England.,9,11,1,505,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5001-10000,,"Biotechnology, Health Care, Hospital",0,2,,,"Jun 25, 2014",9125000,http://hcahealthcare.com,https://www.crunchbase.com/organization/hca,912753.5
North Base Media,,0,"Washington, DC",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Open,NBM Investment Fund II,,15000000,,,1500000.1
Maiden Lane Ventures,,2014,"San Francisco, California, United States","Maiden Lane Ventures is a San Francisco-based, online venture capital fund that invests in Angel List syndicates.",26,31,0,0,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Jeff Fagnan, Kevin Laws","Education, Training, Venture Capital",0,0,,,,0,http://maidenlane.com,https://www.crunchbase.com/organization/maiden-lane-ventures,208.0
Macaneta Ventures,,2018,"Dover, Delaware, United States",VC Firm,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Troy Harper,"Consulting, Venture Capital",0,0,,,,0,,https://www.crunchbase.com/organization/macaneta-ventures,202.0
Prohaus Capital,,2017,"Los Angeles, CA",,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Multi Alternative Asset Global Impact Fund I,"Dec 31, 2017",100000000,,,10000202.0
MITA Ventures,Duplicate,2014,"San Francisco, CA",,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,MITA Seed Fund,"Dec 31, 2014",370000,,,37201.7
"Patagonia, Tin Shed Ventures",,2013,"Ventura, CA",,0,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,$20 Million & Change,"May 6, 2013",20000000,,,2000202.2
Pathbreaker Ventures,Duplicate,2015,"San Francisco, California, United States",Pathbreaker Ventures helps build technology companies that impact generations.,15,22,1,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Ryan Gembala,Venture Capital,0,0,,,,0,http://www.pathbreakervc.com/,https://www.crunchbase.com/organization/pathbreaker-ventures,205.99999999999997
Innovation Fund America,,0,"Elyria, OH",,0,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Macomb Innovation Fund,,2700000,,,270001.2
Naya Ventures,,0,"Irving, TX",,0,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Naya Ventures Fund I,,50000000,,,5000001.3
Perot Jain,,2014,"Dallas, Texas, United States","Perot Jain, L.P. is a Dallas-based venture capital firm focused on seed and early stage investments.",14,18,1,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Anurag Jain, Ross Perot",,0,0,,,,0,http://www.perotjain.com/,https://www.crunchbase.com/organization/perot-jain,204.9
Mosaik Partners,,2013,"San Francisco, California, United States","Mosaik Partners provides entrepreneurs the capital, resources and guidance necessary to execute on innovative commerce enabling products.",12,22,17,9,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,,0,0,,,,0,http://www.mosaikpartners.com/,https://www.crunchbase.com/organization/mosaik-partners,207.49999999999997
Next 10 Ventures,,2018,"Culver City, CA",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Next 10 Ventures Fund,"Mar 1, 2018",50000000,,,5000201.9
ONE WORLD Training & Investments,,2015,"Palo Alto, California, United States",ONE WORLD provides training & investment capital to social impact enterprises. ,15,17,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Scott Saslow,Education,0,0,,,,0,https://www.oneworld.training/,https://www.crunchbase.com/organization/one-world-training-investments,204.79999999999998
Great Oaks Venture Capital,,2015,"New York, NY",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Three Oaks Venture Fund,,0,,,201.5
GVA Capital,,0,"San Francisco, CA",,0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,"GVA Vestor.In Partners Fund, LP",,30000000,,,3000001.6
Math Venture Partners,,2018,"Chicago, IL",,0,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Math Venture Partners II,"Apr 30, 2019",46000000,,,4600202.9
Genesis Innovation Group,,2018,"Holland, MI",,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Cultivate(MD) Capital Fund II,"Jan 1, 2018",0,,,202.4
Mind the Seed - MTS Fund,,2012,"San Francisco, California, United States",MTS is the Silicon Valley seed capital fund for startups with an international soul,9,9,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Alberto Onetti, Marco Marinucci, Matteo Daste","Impact Investing, Venture Capital",0,0,,,,0,http://www.mtsfund.co,https://www.crunchbase.com/organization/mind-the-seed,203.10000000000002
Notation Capital,,2014,"Brooklyn, New York, United States",Notation Capital is a pre-seed venture capital firm that work with technical founding teams.,31,40,15,26,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Alex Lines, Nicholas Chirls","Business Development, Financial Services, Venture Capital",0,3,Closed,"Notation Capital I, II, III","Feb 7, 2018",35000000,http://notationcapital.com/,https://www.crunchbase.com/organization/notation-capital-2,3500212.4
Goodwater Capital,,2014,"Burlingame, California, United States",Goodwater Capital is a VC firm that focuses on consumer tech startups.,35,66,34,46,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Chi-Hua Chien, Eric J. Kim","Angel Investment, Finance, Venture Capital",0,0,,,,0,http://www.goodwatercap.com,https://www.crunchbase.com/organization/goodwater-capital,219.7
LionTree Partners,,2012,"New York, New York, United States","LionTree Partners is a service provider and investment banking fund that invests in media, technology, and telecommunication.",26,26,1,1,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Aryeh Bourkoff,"Banking, Financial Services, Venture Capital",0,0,,,,0,http://liontree.com,https://www.crunchbase.com/organization/liontree-partners,207.0
"Liquid Asset Brands, MAB Capital Management",,2015,"Chicago, IL",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Liquid Asset Brands Innovation Fund I,"Dec 31, 2015",50000000,,,5000201.6
MemorialCare Innovation Fund,,0,"Long Beach, CA",,0,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,MemorialCare Innovation Fund,,15430000,,,1543001.1
Portland Seed Fund,,2011,"Portland, Oregon, United States",The Portland Seed Fund finds and surrounds the most promising seed-stage companies with capital.,84,154,4,235,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Angela Jackson,Finance,0,0,,,,0,http://portlandseedfund.com,https://www.crunchbase.com/organization/portland-seed-fund,250.40000000000003
Moment Ventures,Duplicate,2013,"Palo Alto, California, United States",Early stage venture capital firm investing entrepreneurs reimagining how we work,23,32,3,13,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Ammar Hanafi, Clint Chao, Rajiv Khemani","Artificial Intelligence, Information Technology, Infrastructure, Internet of Things, Marketplace, Robotics, SaaS, Venture Capital",0,0,,,,0,http://www.momentventures.com,https://www.crunchbase.com/organization/moment-ventures,209.20000000000005
Promus Ventures,Duplicate,2012,"Chicago, Illinois, United States",Investing in early-stage deep-tech software/hardware companies run by visionary and tenacious founding teams.,66,102,9,97,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Mike Collett,"Aerospace, AgTech, Artificial Intelligence, FinTech, Health Care, Machine Learning, Robotics, Software, Space Travel, Venture Capital",0,0,,,,0,http://www.promusventures.com,https://www.crunchbase.com/organization/promus-ventures,230.2
Musha Ventures,,2011,"New York, New York, United States",Musha Ventures is an Africa-focused micro VC and angel fund.,3,3,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Aadil Mamujee,"Angel Investment, Financial Services, Venture Capital",0,0,,,,0,http://www.mushaventures.com/,https://www.crunchbase.com/organization/musha-ventures,201.90000000000003
Heroic Ventures,,2016,"Palo Alto, California, United States",Heroic Ventures is an early stage venture capital fund.,18,23,1,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Matt Robinson, Michael Fertik",Venture Capital,0,0,,,,0,http://www.heroicvc.com/,https://www.crunchbase.com/organization/heroic-ventures,206.40000000000006
GJG Life Sciences,,2013,"Staten Island, NY",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,GJG Life Sciences,"Dec 31, 2013",1800000,,,180201.3
Great Oaks Venture Capital,Duplicate,2013,"New York, NY",,0,239,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Great Oaks Venture Fund,"Jul 30, 2013",40220000,,,4022225.2
"MESA Securities, Mesa Ventures",,2013,"New York, NY",,0,54,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,MESA+,"Apr 1, 2013",10000000,,,1000206.6
Grey Wolf,,2016,"San Francisco, California, United States",Venture Capital focused on real estate & hospitality technology,14,16,0,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Brad Greiwe,"Financial Services, Real Estate, Residential, Venture Capital",0,0,,,,0,http://greywolf.vc/,https://www.crunchbase.com/organization/grey-wolf-2,205.3
MEDX Ventures Group,,0,"Hingham, MA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Evergreen,MEDX Ventures Group Fund,,30000000,,,3000000.0
Gravity Ranch,,2017,"San Francisco, CA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Gravity Ranch Fund I,"Dec 31, 2017",500000,,,50201.7
Green Visor Capital,Duplicate,2013,"San Francisco, California, United States","Green Visor Capital invests in, and works with, passionate entrepreneurs that use innovative technology to solve substantive issues in",26,41,10,37,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Simon Yoo,"FinTech, Venture Capital",0,0,,,,0,http://greenvisorcapital.com,https://www.crunchbase.com/organization/green-visor-capital,213.39999999999998
Motivate Venture Capital,,2019,"Chicago, Illinois, United States",Motivate Venture Capital is a venture capital firm that invests in seed stage high growth companies.,8,8,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"David Wieland, Lauren DeLuca",,0,0,,,,0,https://motivate.vc/about/,https://www.crunchbase.com/organization/motivate-venture-capital,203.70000000000002
Maple VC,,2016,"San Francisco, California, United States",Focused on investing in exceptional founders.,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Andre Charoo,,0,0,,,,0,http://maplevc.com,https://www.crunchbase.com/organization/maple-vc,202.0
NYU Innovation Venture Fund,,2010,"New York, New York, United States","Invests exclusively in startups founded by, and/or commercializing tech and IP developed by current NYU students, faculty & researchers. ",17,17,0,7,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nov-50,Frank Rimalovski,"Finance, Higher Education, Intellectual Property",0,0,,,,0,http://entrepreneur.nyu.edu/resource/innovation-venture-fund/,https://www.crunchbase.com/organization/nyu-innovation-venture-fund,205.39999999999998
MHS Capital Management,,0,"San Francisco, CA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Open,MHS Capital Partners III,,0,,,0.0
IOP Capital,,2014,"Charleston, South Carolina, United States",IOP Capital is an early stage investor.,2,3,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Marc Raber,,0,0,,,,0,http://www.iopcapital.com/,https://www.crunchbase.com/organization/iop-capital,202.0
P39 Capital,,2015,"San Francisco, California, United States",They invest in people and startups with clever and disruptive ideas across a broad spectrum of industries.,5,5,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Ray Nathan,Venture Capital,0,0,,,,0,http://p39capital.com/,https://www.crunchbase.com/organization/p39-capital,202.79999999999998
Pharus Capital Management,,2014,"San Francisco, CA",,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Fully Invested,Pharus Select Venture Growth,"Dec 31, 2014",11000000,,,1100201.7
Prime Movers Lab,,0,"Jackson, WY",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Open,Prime Movers Lab Fund II,,0,,,0.0
NextGen Venture Partners,,2012,"Baltimore, Maryland, United States","NextGen works with 1,200+ Venture Partners to invest $1M - $2M in seed stage companies and $2M to $10M in companies with $10M+ in revenue.",34,57,8,30,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nov-50,"Brett Gibson, Dan Mindus",Venture Capital,0,3,Closed,"NextGen Ventures Fund I, II, Everly","May 19, 2020",89820000,http://nextgenvp.com,https://www.crunchbase.com/organization/nextgenvp,8982214.1
Impact Capital (New York),,2015,"Pittsford, NY",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Impact Capital of New York,"Dec 31, 2015",21000000,,,2100201.5
"OCTANe, Visionary Venture Fund",,2017,"Aliso Viejo, CA",,0,10,0,0,0,0,39.37,0.0,1.11,0.0,18.0,19.9,0.0,0.0,0.0,,,,2018,1,Closed,Visionary Venture Fund,"May 2, 2017",30000000,,,3000206.648
Harbinger Ventures,Duplicate,2019,"Boulder, CO",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Harbinger Ventures II,"Oct 1, 2019",21710000,,,2171201.9
Moderne Ventures,Duplicate,0,"Chicago, IL",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Open,Moderne Ventures Core Fund II,,0,,,0.0
OS Fund,,2018,"Chicago, IL",,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Open,OS Fund II,,0,,,202.20000000000002
Halogen Ventures,,2018,"Los Angeles, CA",,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Halogen Ventures,"Mar 28, 2018",10410000,,,1041202.4
Plus Capital,,2013,"Los Angeles, CA",,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Plus Capital,,10000000,,,1000201.8
GrowthX,,2015,"San Francisco, California, United States","GrowthX helps companies and countries commercialize innovation through capital, talent and know-how.",10,10,0,6,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nov-50,"Andrew Goldner, Sean Sheppard, Will Bunker","Finance, Financial Services, Venture Capital",0,0,,,,0,http://www.growthx.com,https://www.crunchbase.com/organization/growthx,204.4
Innovation Global Capital,Duplicate,2013,"San Francisco, California, United States",Innovation Global Capital builds transformative early stage companies disrupting consumer industries through technology and innovation.,9,13,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Yasunobu Kyogoku,,0,0,,,,0,http://www.innovationglobal.com/,https://www.crunchbase.com/organization/innovation-global-capital,203.70000000000002
PointGuard Ventures,,0,"Los Altos, CA",,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,PointGuard Ventures I,,75000000,,,7500000.6
Impossible X,,2010,"Chicago, Illinois, United States","Impossible X helps startups scale their businesses through the use of SEO, SEM, and content marketing strategy.",1,1,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Joel Runyon,"Brand Marketing, Email Marketing, SEO",0,0,,,,0,https://impossiblex.com,https://www.crunchbase.com/organization/impossible-x,201.7
Leawood Venture Capital,,2020,"Leawood, KS",,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Leawood VC Fund II,"Jan 10, 2020",31830000,,,3183202.3
January Ventures,,2018,"Boston, Massachusetts, United States",January Ventures (previously known as Jane VC) invests early and opens doors for the visionary founders of the future.,8,8,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Jennifer Keiser Neundorfer, Maren Thomas Bannon","Finance, Financial Services, Venture Capital",0,0,,,,0,http://january.ventures,https://www.crunchbase.com/organization/jane-vc,203.70000000000005
Palapa Ventures,,2014,"San Francisco, California, United States",Palapa Ventures is an Indonesian-backed Venture Capital Firm in Silicon Valley.,9,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Edward Wanandi, Mahendra Siregar, Tirto Adji","Finance, Financial Services, Venture Capital",0,0,,,,0,http://www.palapavc.com/,https://www.crunchbase.com/organization/palapa-ventures,203.3
HealthX Ventures,Duplicate,2015,"Madison, Wisconsin, United States","Madison, WI based venture fund focusing on seed stage investments in digital health companies",13,21,9,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Mark Bakken,"Artificial Intelligence, Developer APIs, Health Care, Information Technology, Machine Learning, mHealth, Pharmaceutical, SaaS, Software",0,0,,,,0,http://www.healthxventures.com/,https://www.crunchbase.com/organization/healthxventures,206.5
igniteXL Ventures,,2020,"Palo Alto, California, United States","igniteXL Ventures is a global seed fund backing exceptional founders at the intersection point of technology, beauty, and wellness.",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Claire Chang,"Beauty, Consumer Applications, E-Commerce, Fashion, Information Technology, Internet, Manufacturing, Personal Health, Software, Wellness",0,0,,,,0,http://ignitexl.vc/,https://www.crunchbase.com/organization/ignitexl,202.0
Ignite Farm,,2013,"Walnut Creek, California, United States",Ignite Farm identifies high potential consumer packaged goods and digital media & services ventures with a clear path to monetization.,3,3,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101-250,Joe Rainero,"Consumer Goods, Digital Media, Service Industry",0,0,,,,0,http://ignitefarm.com,https://www.crunchbase.com/organization/ignite-farm,202.10000000000002
Homestead Partners,,2015,"San Francisco, California, United States",Homestead Partners is the investment vehicle through which Chris & Stephanie Herndon make modest investments into early stage companies.,10,11,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,Venture Capital,0,0,,,,0,http://www.homesteadpartners.co,https://www.crunchbase.com/organization/homesteadpartners,203.79999999999998
Invest Michigan,,0,"Detroit, MI",,0,76,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,The Michigan Pre-Seed Fund 2.0,,14000000,,,1400007.6
Naples Technology Ventures,Duplicate,0,"Naples, FL",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Open,NTV Frontier Fund,,50000000,,,5000000.0
